,Subject,Condition,Emotion,Block,Image,Intrusion,Length
423,34LME,Think,Neutral,3,People_095_h.jpg,2710,30
424,34LME,Think,Neutral,3,People_249_h.jpg,670,30
425,34LME,Think,Neutral,3,Objects_029_h.jpg,1280,30
426,34LME,Think,Neutral,3,Objects_029_h.jpg,1880,30
427,34LME,Think,Neutral,3,People_164_h.jpg,1270,30
428,34LME,Think,Neutral,3,People_164_h.jpg,2210,30
429,34LME,Think,Neutral,3,Objects_200_h.jpg,430,30
430,34LME,Think,Neutral,3,Objects_200_h.jpg,2560,30
431,34LME,Think,Neutral,3,Animals_105_h.jpg,360,30
432,34LME,Think,Neutral,3,Animals_043_h.jpg,1410,30
433,34LME,Think,Emotion,3,Objects_022_h.jpg,1080,30
434,34LME,Think,Emotion,3,Faces_368_h.jpg,1720,30
435,34LME,Think,Emotion,3,Faces_368_h.jpg,2790,30
436,34LME,Think,Emotion,3,Faces_156_h.jpg,470,30
437,34LME,Think,Emotion,4,Faces_156_h.jpg,1110,30
438,34LME,Think,Neutral,4,Faces_292_h.jpg,440,30
439,34LME,Think,Emotion,4,Objects_006_h.jpg,350,30
440,34LME,Think,Emotion,4,Objects_006_h.jpg,950,30
441,34LME,Think,Emotion,4,Objects_006_h.jpg,1510,30
442,34LME,Think,Emotion,4,Objects_006_h.jpg,2070,30
443,34LME,Think,Emotion,4,Objects_006_h.jpg,2670,30
444,34LME,Think,Neutral,4,Faces_306_v.jpg,940,30
445,34LME,Think,Neutral,4,Faces_306_v.jpg,1850,30
446,34LME,Think,Neutral,4,Faces_306_v.jpg,2930,30
447,34LME,Think,Emotion,4,Faces_368_h.jpg,750,30
448,34LME,Think,Emotion,4,Faces_368_h.jpg,1260,30
449,34LME,Think,Emotion,4,Objects_022_h.jpg,250,30
450,34LME,Think,Emotion,4,Objects_022_h.jpg,460,30
451,34LME,Think,Neutral,4,Objects_029_h.jpg,460,30
452,34LME,Think,Neutral,4,Objects_029_h.jpg,1370,30
453,34LME,Think,Neutral,4,Objects_029_h.jpg,2540,30
454,34LME,Think,Emotion,4,Objects_010_h.jpg,1680,30
455,34LME,Think,Emotion,4,Objects_010_h.jpg,2480,30
456,34LME,Think,Neutral,4,Animals_105_h.jpg,1110,30
457,34LME,Think,Emotion,5,Objects_006_h.jpg,480,30
458,34LME,Think,Neutral,5,People_035_h.jpg,930,30
459,34LME,Think,Emotion,5,Objects_022_h.jpg,2280,30
460,34LME,Think,Neutral,5,Objects_029_h.jpg,1070,30
461,34LME,Think,Neutral,6,Faces_123_h.jpg,440,30
462,34LME,Think,Emotion,6,People_090_v.jpg,480,30
463,34LME,Think,Emotion,6,Objects_010_h.jpg,990,30
464,34LME,Think,Neutral,6,Animals_105_h.jpg,2310,30
465,34LME,Think,Neutral,7,People_035_h.jpg,1100,30
466,34LME,Think,Neutral,7,People_035_h.jpg,2250,30
467,34LME,Think,Neutral,7,People_095_h.jpg,490,30
468,34LME,Think,Neutral,7,People_095_h.jpg,1320,30
469,34LME,Think,Neutral,7,People_095_h.jpg,2720,30
470,34LME,Think,Neutral,7,People_095_h.jpg,2880,30
471,34LME,Think,Neutral,8,Objects_029_h.jpg,290,30
472,34LME,Think,Neutral,8,Objects_200_h.jpg,950,30
473,34LME,Think,Neutral,8,People_249_h.jpg,2960,30
474,35QSY,Think,Neutral,1,Animals_097_h.jpg,700,20
475,35QSY,Think,Neutral,1,Animals_097_h.jpg,1270,20
476,35QSY,Think,Emotion,1,People_077_v.jpg,1480,20
477,35QSY,Think,Emotion,1,People_077_v.jpg,1740,20
478,35QSY,Think,Emotion,1,Animals_078_h.jpg,1190,20
479,35QSY,Think,Emotion,1,Animals_078_h.jpg,2760,20
480,35QSY,Think,Emotion,1,Objects_088_h.jpg,540,20
481,35QSY,Think,Emotion,1,People_220_h.jpg,2960,20
482,35QSY,Think,Neutral,1,Animals_213_h.jpg,840,20
483,35QSY,Think,Neutral,1,Animals_213_h.jpg,1300,20
484,35QSY,Think,Emotion,1,Objects_126_h.jpg,2400,20
485,35QSY,Think,Emotion,1,Objects_126_h.jpg,2550,20
486,35QSY,Think,Neutral,1,People_091_h.jpg,2840,20
487,35QSY,Think,Neutral,1,Faces_211_h.jpg,1570,20
488,35QSY,Think,Neutral,1,Faces_211_h.jpg,1760,20
489,35QSY,Think,Emotion,1,Objects_011_h.jpg,1420,20
490,35QSY,Think,Neutral,1,Objects_049_h.jpg,1710,20
491,35QSY,Think,Emotion,1,People_217_h.jpg,340,20
492,35QSY,Think,Emotion,1,People_217_h.jpg,1580,20
493,35QSY,Think,Emotion,1,People_209_v.jpg,870,20
494,35QSY,Think,Neutral,1,Faces_219_v.jpg,1140,20
495,35QSY,Think,Neutral,1,Faces_219_v.jpg,1600,20
496,35QSY,Think,Neutral,1,Faces_219_v.jpg,2690,20
497,35QSY,Think,Emotion,1,Animals_041_h.jpg,840,20
498,35QSY,Think,Emotion,1,Animals_041_h.jpg,2370,20
499,35QSY,Think,Emotion,1,Animals_041_h.jpg,2760,20
500,35QSY,Think,Neutral,1,People_179_h.jpg,1940,20
501,35QSY,Think,Emotion,1,Objects_154_h.jpg,500,20
502,35QSY,Think,Emotion,1,Objects_154_h.jpg,2590,20
503,35QSY,Think,Emotion,2,Objects_126_h.jpg,2320,20
504,35QSY,Think,Emotion,2,Objects_126_h.jpg,2410,20
505,35QSY,Think,Neutral,2,Faces_219_v.jpg,610,20
506,35QSY,Think,Neutral,2,Faces_219_v.jpg,1510,20
507,35QSY,Think,Neutral,2,Faces_219_v.jpg,2670,20
508,35QSY,Think,Emotion,2,Objects_011_h.jpg,1060,20
509,35QSY,Think,Emotion,2,People_217_h.jpg,520,20
510,35QSY,Think,Emotion,2,Objects_088_h.jpg,690,20
511,35QSY,Think,Emotion,2,Objects_088_h.jpg,780,20
512,35QSY,Think,Neutral,2,Objects_242_h.jpg,1770,20
513,35QSY,Think,Neutral,2,People_179_h.jpg,840,20
514,35QSY,Think,Neutral,2,Faces_184_h.jpg,1110,20
515,35QSY,Think,Emotion,2,People_077_v.jpg,1770,20
516,35QSY,Think,Emotion,2,Animals_039_h.jpg,1120,20
517,35QSY,Think,Neutral,2,People_097_h.jpg,290,20
518,35QSY,Think,Neutral,2,People_097_h.jpg,780,20
519,35QSY,Think,Neutral,2,People_097_h.jpg,1360,20
520,35QSY,Think,Emotion,2,Objects_023_v.jpg,1290,20
521,35QSY,Think,Emotion,2,Objects_023_v.jpg,1510,20
522,35QSY,Think,Emotion,2,Objects_023_v.jpg,2150,20
523,35QSY,Think,Emotion,2,Animals_041_h.jpg,1230,20
524,35QSY,Think,Emotion,2,Animals_041_h.jpg,2040,20
525,35QSY,Think,Emotion,2,Animals_041_h.jpg,2410,20
526,35QSY,Think,Emotion,2,Animals_041_h.jpg,2750,20
527,35QSY,Think,Emotion,2,Objects_154_h.jpg,1130,20
528,35QSY,Think,Emotion,2,Objects_154_h.jpg,1290,20
529,35QSY,Think,Emotion,2,Objects_154_h.jpg,1470,20
530,35QSY,Think,Emotion,2,Objects_154_h.jpg,1930,20
531,35QSY,Think,Neutral,2,Animals_213_h.jpg,2170,20
532,35QSY,Think,Neutral,2,Faces_211_h.jpg,1980,20
533,35QSY,Think,Neutral,3,People_148_h.jpg,360,20
534,35QSY,Think,Neutral,3,People_148_h.jpg,1010,20
535,35QSY,Think,Neutral,3,People_148_h.jpg,1660,20
536,35QSY,Think,Neutral,3,People_148_h.jpg,1730,20
537,35QSY,Think,Neutral,3,People_148_h.jpg,2820,20
538,35QSY,Think,Emotion,3,Animals_078_h.jpg,1580,20
539,35QSY,Think,Emotion,3,Animals_078_h.jpg,1940,20
540,35QSY,Think,Emotion,3,Animals_078_h.jpg,2360,20
541,35QSY,Think,Emotion,3,Objects_023_v.jpg,790,20
542,35QSY,Think,Emotion,3,People_209_v.jpg,670,20
543,35QSY,Think,Neutral,3,Faces_184_h.jpg,330,20
544,35QSY,Think,Neutral,3,Faces_184_h.jpg,1480,20
545,35QSY,Think,Neutral,3,Faces_184_h.jpg,2390,20
546,35QSY,Think,Emotion,3,People_077_v.jpg,1010,20
547,35QSY,Think,Emotion,3,People_077_v.jpg,1870,20
548,35QSY,Think,Neutral,3,Animals_097_h.jpg,640,20
549,35QSY,Think,Neutral,3,Animals_097_h.jpg,2050,20
550,35QSY,Think,Neutral,3,Animals_097_h.jpg,2180,20
551,35QSY,Think,Neutral,3,Animals_097_h.jpg,2310,20
552,35QSY,Think,Neutral,3,Faces_219_v.jpg,410,20
553,35QSY,Think,Neutral,3,Faces_219_v.jpg,660,20
554,35QSY,Think,Neutral,3,People_091_h.jpg,1830,20
555,35QSY,Think,Emotion,3,People_220_h.jpg,750,20
556,35QSY,Think,Emotion,3,People_220_h.jpg,1600,20
557,35QSY,Think,Emotion,3,Objects_126_h.jpg,540,20
558,35QSY,Think,Emotion,3,Objects_126_h.jpg,890,20
559,35QSY,Think,Emotion,3,Objects_126_h.jpg,1780,20
560,35QSY,Think,Emotion,3,Objects_126_h.jpg,2550,20
561,35QSY,Think,Emotion,3,Objects_126_h.jpg,2650,20
562,35QSY,Think,Emotion,3,People_217_h.jpg,2840,20
563,35QSY,Think,Neutral,3,Animals_132_h.jpg,1610,20
564,35QSY,Think,Neutral,3,Animals_132_h.jpg,2310,20
565,35QSY,Think,Neutral,3,Animals_132_h.jpg,2590,20
566,35QSY,Think,Neutral,3,Animals_132_h.jpg,2780,20
567,35QSY,Think,Neutral,4,Animals_097_h.jpg,410,20
568,35QSY,Think,Neutral,4,Animals_097_h.jpg,1210,20
569,35QSY,Think,Neutral,4,Animals_097_h.jpg,2940,20
570,35QSY,Think,Emotion,4,People_077_v.jpg,1420,20
571,35QSY,Think,Neutral,4,Animals_132_h.jpg,2320,20
572,35QSY,Think,Emotion,4,People_217_h.jpg,630,20
573,35QSY,Think,Emotion,4,People_217_h.jpg,970,20
574,35QSY,Think,Emotion,4,People_217_h.jpg,2090,20
575,35QSY,Think,Emotion,4,People_209_v.jpg,1210,20
576,35QSY,Think,Emotion,4,People_209_v.jpg,1370,20
577,35QSY,Think,Emotion,4,People_209_v.jpg,1990,20
578,35QSY,Think,Emotion,4,People_209_v.jpg,2710,20
579,35QSY,Think,Emotion,4,People_220_h.jpg,1180,20
580,35QSY,Think,Emotion,4,People_220_h.jpg,2340,20
581,35QSY,Think,Emotion,4,Animals_078_h.jpg,1940,20
582,35QSY,Think,Emotion,4,Animals_078_h.jpg,2700,20
583,35QSY,Think,Neutral,4,People_091_h.jpg,1730,20
584,35QSY,Think,Neutral,4,People_091_h.jpg,1830,20
585,35QSY,Think,Neutral,4,People_091_h.jpg,2390,20
586,35QSY,Think,Emotion,4,Objects_088_h.jpg,240,20
587,35QSY,Think,Neutral,4,People_179_h.jpg,2180,20
588,35QSY,Think,Neutral,4,Objects_049_h.jpg,1580,20
589,35QSY,Think,Neutral,4,Objects_049_h.jpg,1750,20
590,35QSY,Think,Emotion,4,Animals_041_h.jpg,2130,20
591,35QSY,Think,Neutral,4,Animals_213_h.jpg,860,20
592,35QSY,Think,Neutral,4,People_097_h.jpg,400,20
593,35QSY,Think,Neutral,4,People_097_h.jpg,770,20
594,35QSY,Think,Neutral,4,People_097_h.jpg,1730,20
595,35QSY,Think,Neutral,4,People_097_h.jpg,2360,20
596,35QSY,Think,Neutral,4,People_097_h.jpg,2780,20
597,35QSY,Think,Emotion,4,Objects_011_h.jpg,1810,20
598,35QSY,Think,Emotion,4,Objects_011_h.jpg,2820,20
599,35QSY,Think,Emotion,5,People_209_v.jpg,600,20
600,35QSY,Think,Emotion,5,People_209_v.jpg,1760,20
601,35QSY,Think,Emotion,5,Objects_154_h.jpg,2450,20
602,35QSY,Think,Emotion,5,Objects_154_h.jpg,2630,20
603,35QSY,Think,Emotion,5,Objects_154_h.jpg,2730,20
604,35QSY,Think,Emotion,5,Objects_011_h.jpg,1600,20
605,35QSY,Think,Emotion,5,Objects_011_h.jpg,2720,20
606,35QSY,Think,Neutral,5,People_097_h.jpg,510,20
607,35QSY,Think,Neutral,5,People_097_h.jpg,1140,20
608,35QSY,Think,Emotion,5,Animals_039_h.jpg,1370,20
609,35QSY,Think,Emotion,5,Animals_039_h.jpg,2650,20
610,35QSY,Think,Neutral,5,People_179_h.jpg,670,20
611,35QSY,Think,Neutral,5,Animals_097_h.jpg,770,20
612,35QSY,Think,Neutral,5,People_091_h.jpg,2210,20
613,35QSY,Think,Emotion,5,Objects_126_h.jpg,400,20
614,35QSY,Think,Emotion,5,Objects_126_h.jpg,490,20
615,35QSY,Think,Emotion,5,Objects_126_h.jpg,890,20
616,35QSY,Think,Emotion,5,Objects_126_h.jpg,2470,20
617,35QSY,Think,Emotion,5,Objects_126_h.jpg,2660,20
618,35QSY,Think,Neutral,5,Animals_213_h.jpg,1570,20
619,35QSY,Think,Neutral,5,Animals_213_h.jpg,2620,20
620,35QSY,Think,Emotion,5,Animals_041_h.jpg,930,20
621,35QSY,Think,Emotion,5,Objects_088_h.jpg,2720,20
622,35QSY,Think,Neutral,5,Faces_219_v.jpg,2400,20
623,35QSY,Think,Neutral,5,Faces_219_v.jpg,2470,20
624,35QSY,Think,Neutral,5,People_148_h.jpg,1470,20
625,35QSY,Think,Emotion,5,Animals_078_h.jpg,630,20
626,35QSY,Think,Neutral,5,Animals_132_h.jpg,1570,20
627,35QSY,Think,Neutral,5,Animals_132_h.jpg,2420,20
628,35QSY,Think,Neutral,5,Animals_132_h.jpg,2510,20
629,35QSY,Think,Emotion,6,People_220_h.jpg,1000,20
630,35QSY,Think,Emotion,6,People_220_h.jpg,2200,20
631,35QSY,Think,Neutral,6,People_179_h.jpg,1450,20
632,35QSY,Think,Emotion,6,Animals_041_h.jpg,2820,20
633,35QSY,Think,Emotion,6,Animals_041_h.jpg,2900,20
634,35QSY,Think,Emotion,6,Animals_078_h.jpg,1670,20
635,35QSY,Think,Emotion,6,Animals_078_h.jpg,1910,20
636,35QSY,Think,Emotion,6,Animals_078_h.jpg,2720,20
637,35QSY,Think,Emotion,6,People_209_v.jpg,500,20
638,35QSY,Think,Emotion,6,People_209_v.jpg,700,20
639,35QSY,Think,Emotion,6,Objects_088_h.jpg,1990,20
640,35QSY,Think,Emotion,6,Objects_126_h.jpg,260,20
641,35QSY,Think,Emotion,6,Objects_126_h.jpg,2860,20
642,35QSY,Think,Neutral,6,Animals_097_h.jpg,580,20
643,35QSY,Think,Neutral,6,Animals_097_h.jpg,1520,20
644,35QSY,Think,Neutral,6,Animals_097_h.jpg,2150,20
645,35QSY,Think,Neutral,6,Animals_097_h.jpg,2670,20
646,35QSY,Think,Neutral,6,Animals_132_h.jpg,600,20
647,35QSY,Think,Neutral,6,Animals_132_h.jpg,980,20
648,35QSY,Think,Neutral,6,Animals_132_h.jpg,2030,20
649,35QSY,Think,Neutral,6,Animals_213_h.jpg,940,20
650,35QSY,Think,Neutral,6,Animals_213_h.jpg,1520,20
651,35QSY,Think,Neutral,6,Objects_242_h.jpg,1680,20
652,35QSY,Think,Neutral,6,Objects_242_h.jpg,2030,20
653,35QSY,Think,Neutral,6,People_097_h.jpg,790,20
654,35QSY,Think,Neutral,6,People_097_h.jpg,1710,20
655,35QSY,Think,Emotion,6,People_077_v.jpg,1000,20
656,35QSY,Think,Emotion,6,People_217_h.jpg,650,20
657,35QSY,Think,Emotion,6,People_217_h.jpg,1710,20
658,35QSY,Think,Emotion,6,Objects_011_h.jpg,770,20
659,35QSY,Think,Emotion,6,Objects_011_h.jpg,2560,20
660,35QSY,Think,Emotion,6,Objects_011_h.jpg,2660,20
661,35QSY,Think,Emotion,6,Objects_011_h.jpg,2770,20
662,35QSY,Think,Emotion,6,Objects_011_h.jpg,2940,20
663,35QSY,Think,Neutral,7,Faces_219_v.jpg,1540,20
664,35QSY,Think,Neutral,7,Animals_213_h.jpg,300,20
665,35QSY,Think,Neutral,7,Animals_213_h.jpg,1250,20
666,35QSY,Think,Neutral,7,Animals_213_h.jpg,1480,20
667,35QSY,Think,Emotion,7,Objects_023_v.jpg,1550,20
668,35QSY,Think,Neutral,7,Faces_211_h.jpg,1140,20
669,35QSY,Think,Neutral,7,Faces_211_h.jpg,1400,20
670,35QSY,Think,Emotion,7,People_220_h.jpg,1230,20
671,35QSY,Think,Emotion,7,People_220_h.jpg,2270,20
672,35QSY,Think,Neutral,7,Animals_132_h.jpg,2770,20
673,35QSY,Think,Emotion,7,People_077_v.jpg,1280,20
674,35QSY,Think,Emotion,7,People_077_v.jpg,1980,20
675,35QSY,Think,Neutral,7,People_179_h.jpg,210,20
676,35QSY,Think,Neutral,7,People_179_h.jpg,2520,20
677,35QSY,Think,Neutral,7,People_148_h.jpg,910,20
678,35QSY,Think,Neutral,7,People_097_h.jpg,2130,20
679,35QSY,Think,Neutral,7,Objects_242_h.jpg,1790,20
680,35QSY,Think,Neutral,7,Objects_049_h.jpg,1620,20
681,35QSY,Think,Neutral,7,Objects_049_h.jpg,2100,20
682,35QSY,Think,Emotion,7,Objects_088_h.jpg,2320,20
683,35QSY,Think,Emotion,8,Animals_039_h.jpg,910,20
684,35QSY,Think,Emotion,8,Objects_088_h.jpg,1490,20
685,35QSY,Think,Neutral,8,People_091_h.jpg,550,20
686,35QSY,Think,Neutral,8,People_091_h.jpg,940,20
687,35QSY,Think,Neutral,8,People_091_h.jpg,1020,20
688,35QSY,Think,Neutral,8,People_091_h.jpg,1910,20
689,35QSY,Think,Neutral,8,People_091_h.jpg,2400,20
690,35QSY,Think,Emotion,8,Animals_041_h.jpg,2230,20
691,35QSY,Think,Emotion,8,People_077_v.jpg,2510,20
692,35QSY,Think,Neutral,8,People_148_h.jpg,380,20
693,35QSY,Think,Neutral,8,People_097_h.jpg,1190,20
694,35QSY,Think,Neutral,8,People_097_h.jpg,1640,20
695,35QSY,Think,Neutral,8,People_097_h.jpg,2080,20
696,35QSY,Think,Neutral,8,People_179_h.jpg,920,20
697,35QSY,Think,Neutral,8,People_179_h.jpg,2080,20
698,35QSY,Think,Emotion,8,People_217_h.jpg,700,20
699,35QSY,Think,Emotion,8,Objects_126_h.jpg,430,20
700,35QSY,Think,Emotion,8,Objects_126_h.jpg,750,20
701,35QSY,Think,Emotion,8,Objects_126_h.jpg,1880,20
702,35QSY,Think,Emotion,8,Objects_126_h.jpg,2380,20
703,35QSY,Think,Emotion,8,Objects_126_h.jpg,2580,20
704,35QSY,Think,Neutral,8,Objects_049_h.jpg,510,20
705,36LSA,Think,Emotion,1,Animals_008_v.jpg,730,10
706,36LSA,Think,Emotion,1,Animals_008_v.jpg,1860,10
707,36LSA,Think,Emotion,1,Animals_008_v.jpg,2480,10
708,36LSA,Think,Neutral,1,People_035_h.jpg,1970,10
709,36LSA,Think,Emotion,1,Faces_156_h.jpg,240,10
710,36LSA,Think,Emotion,1,Faces_156_h.jpg,630,10
711,36LSA,Think,Emotion,1,Faces_156_h.jpg,980,10
712,36LSA,Think,Emotion,1,Faces_156_h.jpg,1340,10
713,36LSA,Think,Emotion,1,Faces_156_h.jpg,1590,10
714,36LSA,Think,Emotion,1,Faces_156_h.jpg,2030,10
715,36LSA,Think,Emotion,1,Faces_156_h.jpg,2680,10
716,36LSA,Think,Neutral,1,Objects_200_h.jpg,970,10
717,36LSA,Think,Neutral,1,Objects_200_h.jpg,2080,10
718,36LSA,Think,Neutral,1,Objects_200_h.jpg,2190,10
719,36LSA,Think,Neutral,1,Faces_306_v.jpg,770,10
720,36LSA,Think,Neutral,1,Faces_306_v.jpg,2890,10
721,36LSA,Think,Neutral,1,Animals_088_h.jpg,460,10
722,36LSA,Think,Neutral,1,Animals_088_h.jpg,650,10
723,36LSA,Think,Neutral,1,Animals_088_h.jpg,1180,10
724,36LSA,Think,Neutral,1,Animals_088_h.jpg,1270,10
725,36LSA,Think,Neutral,1,Animals_088_h.jpg,1360,10
726,36LSA,Think,Neutral,1,Animals_088_h.jpg,1860,10
727,36LSA,Think,Neutral,1,Animals_088_h.jpg,1940,10
728,36LSA,Think,Emotion,1,People_230_h.jpg,600,10
729,36LSA,Think,Emotion,1,People_230_h.jpg,1330,10
730,36LSA,Think,Emotion,1,People_230_h.jpg,1590,10
731,36LSA,Think,Emotion,1,People_230_h.jpg,2730,10
732,36LSA,Think,Emotion,1,Objects_006_h.jpg,620,10
733,36LSA,Think,Emotion,1,Objects_006_h.jpg,1050,10
734,36LSA,Think,Emotion,1,Objects_006_h.jpg,1180,10
735,36LSA,Think,Emotion,1,Objects_006_h.jpg,1890,10
736,36LSA,Think,Emotion,1,Objects_006_h.jpg,1980,10
737,36LSA,Think,Emotion,1,Objects_006_h.jpg,2190,10
738,36LSA,Think,Emotion,1,Objects_006_h.jpg,2280,10
739,36LSA,Think,Emotion,1,Faces_368_h.jpg,220,10
740,36LSA,Think,Emotion,1,Faces_368_h.jpg,730,10
741,36LSA,Think,Emotion,1,Faces_368_h.jpg,1000,10
742,36LSA,Think,Emotion,1,Faces_368_h.jpg,1160,10
743,36LSA,Think,Emotion,1,Faces_368_h.jpg,2500,10
744,36LSA,Think,Emotion,1,Faces_368_h.jpg,2910,10
745,36LSA,Think,Emotion,1,People_205_v.jpg,560,10
746,36LSA,Think,Emotion,1,People_205_v.jpg,940,10
747,36LSA,Think,Emotion,1,People_205_v.jpg,1230,10
748,36LSA,Think,Emotion,1,People_205_v.jpg,1490,10
749,36LSA,Think,Emotion,1,People_205_v.jpg,2120,10
750,36LSA,Think,Emotion,1,People_204_v.jpg,2170,10
751,36LSA,Think,Emotion,1,People_204_v.jpg,2430,10
752,36LSA,Think,Neutral,1,Faces_292_h.jpg,380,10
753,36LSA,Think,Neutral,1,Faces_292_h.jpg,920,10
754,36LSA,Think,Neutral,1,Faces_292_h.jpg,1590,10
755,36LSA,Think,Neutral,1,Faces_292_h.jpg,1760,10
756,36LSA,Think,Neutral,1,Faces_292_h.jpg,2830,10
757,36LSA,Think,Neutral,1,Animals_043_h.jpg,760,10
758,36LSA,Think,Neutral,1,Animals_043_h.jpg,1820,10
759,36LSA,Think,Neutral,1,Animals_043_h.jpg,2730,10
760,36LSA,Think,Neutral,1,People_164_h.jpg,410,10
761,36LSA,Think,Neutral,1,People_164_h.jpg,1940,10
762,36LSA,Think,Neutral,1,People_164_h.jpg,2160,10
763,36LSA,Think,Neutral,1,Objects_029_h.jpg,340,10
764,36LSA,Think,Neutral,1,Objects_029_h.jpg,510,10
765,36LSA,Think,Neutral,1,Objects_029_h.jpg,1250,10
766,36LSA,Think,Neutral,1,Objects_029_h.jpg,2290,10
767,36LSA,Think,Neutral,1,Objects_029_h.jpg,2370,10
768,36LSA,Think,Emotion,1,Objects_010_h.jpg,390,10
769,36LSA,Think,Emotion,1,Objects_010_h.jpg,500,10
770,36LSA,Think,Emotion,1,Objects_010_h.jpg,650,10
771,36LSA,Think,Emotion,1,Objects_010_h.jpg,1090,10
772,36LSA,Think,Emotion,1,Objects_010_h.jpg,1910,10
773,36LSA,Think,Emotion,1,Objects_010_h.jpg,2170,10
774,36LSA,Think,Emotion,1,Objects_010_h.jpg,2770,10
775,36LSA,Think,Emotion,1,Objects_010_h.jpg,2960,10
776,36LSA,Think,Emotion,1,Objects_022_h.jpg,300,10
777,36LSA,Think,Emotion,1,Objects_022_h.jpg,1010,10
778,36LSA,Think,Emotion,1,Objects_022_h.jpg,1170,10
779,36LSA,Think,Emotion,1,Objects_022_h.jpg,1250,10
780,36LSA,Think,Emotion,1,Objects_022_h.jpg,1570,10
781,36LSA,Think,Emotion,1,Objects_022_h.jpg,2090,10
782,36LSA,Think,Emotion,1,Objects_022_h.jpg,2260,10
783,36LSA,Think,Emotion,1,Objects_022_h.jpg,2590,10
784,36LSA,Think,Emotion,1,Objects_022_h.jpg,2660,10
785,36LSA,Think,Emotion,1,Objects_022_h.jpg,2850,10
786,36LSA,Think,Neutral,1,People_249_h.jpg,250,10
787,36LSA,Think,Neutral,1,People_249_h.jpg,780,10
788,36LSA,Think,Neutral,1,People_249_h.jpg,1500,10
789,36LSA,Think,Neutral,1,People_249_h.jpg,1630,10
790,36LSA,Think,Neutral,1,People_249_h.jpg,2370,10
791,36LSA,Think,Neutral,1,People_249_h.jpg,2460,10
792,36LSA,Think,Neutral,1,People_249_h.jpg,2780,10
793,36LSA,Think,Neutral,1,People_095_h.jpg,340,10
794,36LSA,Think,Neutral,1,People_095_h.jpg,930,10
795,36LSA,Think,Neutral,1,People_095_h.jpg,1440,10
796,36LSA,Think,Neutral,1,People_095_h.jpg,1700,10
797,36LSA,Think,Neutral,1,People_095_h.jpg,2570,10
798,36LSA,Think,Neutral,1,Faces_123_h.jpg,230,10
799,36LSA,Think,Neutral,1,Faces_123_h.jpg,360,10
800,36LSA,Think,Neutral,1,Faces_123_h.jpg,550,10
801,36LSA,Think,Neutral,1,Faces_123_h.jpg,620,10
802,36LSA,Think,Neutral,1,Faces_123_h.jpg,720,10
803,36LSA,Think,Neutral,1,Faces_123_h.jpg,970,10
804,36LSA,Think,Neutral,1,Faces_123_h.jpg,1090,10
805,36LSA,Think,Neutral,1,Faces_123_h.jpg,1160,10
806,36LSA,Think,Neutral,1,Faces_123_h.jpg,1350,10
807,36LSA,Think,Neutral,1,Faces_123_h.jpg,1520,10
808,36LSA,Think,Neutral,1,Faces_123_h.jpg,1910,10
809,36LSA,Think,Emotion,1,People_019_v.jpg,360,10
810,36LSA,Think,Emotion,1,People_019_v.jpg,680,10
811,36LSA,Think,Emotion,1,People_019_v.jpg,1510,10
812,36LSA,Think,Emotion,1,People_019_v.jpg,2230,10
813,36LSA,Think,Emotion,1,People_019_v.jpg,2530,10
814,36LSA,Think,Emotion,2,Faces_156_h.jpg,350,10
815,36LSA,Think,Emotion,2,Faces_156_h.jpg,460,10
816,36LSA,Think,Emotion,2,Faces_156_h.jpg,550,10
817,36LSA,Think,Emotion,2,Faces_156_h.jpg,760,10
818,36LSA,Think,Emotion,2,Faces_156_h.jpg,840,10
819,36LSA,Think,Emotion,2,Faces_156_h.jpg,970,10
820,36LSA,Think,Emotion,2,Faces_156_h.jpg,1530,10
821,36LSA,Think,Emotion,2,Faces_156_h.jpg,1910,10
822,36LSA,Think,Emotion,2,Faces_156_h.jpg,2140,10
823,36LSA,Think,Emotion,2,Faces_156_h.jpg,2590,10
824,36LSA,Think,Neutral,2,Faces_306_v.jpg,1100,10
825,36LSA,Think,Neutral,2,Faces_306_v.jpg,2140,10
826,36LSA,Think,Neutral,2,Faces_306_v.jpg,2390,10
827,36LSA,Think,Neutral,2,People_249_h.jpg,270,10
828,36LSA,Think,Neutral,2,People_249_h.jpg,1100,10
829,36LSA,Think,Neutral,2,People_249_h.jpg,1840,10
830,36LSA,Think,Neutral,2,People_249_h.jpg,2920,10
831,36LSA,Think,Neutral,2,Animals_088_h.jpg,2160,10
832,36LSA,Think,Neutral,2,Animals_088_h.jpg,2800,10
833,36LSA,Think,Emotion,2,People_204_v.jpg,1810,10
834,36LSA,Think,Emotion,2,People_204_v.jpg,2530,10
835,36LSA,Think,Emotion,2,Objects_010_h.jpg,220,10
836,36LSA,Think,Emotion,2,Objects_010_h.jpg,400,10
837,36LSA,Think,Emotion,2,Objects_010_h.jpg,1430,10
838,36LSA,Think,Emotion,2,Objects_010_h.jpg,2450,10
839,36LSA,Think,Emotion,2,Objects_010_h.jpg,2870,10
840,36LSA,Think,Emotion,2,People_019_v.jpg,220,10
841,36LSA,Think,Emotion,2,People_019_v.jpg,800,10
842,36LSA,Think,Emotion,2,People_019_v.jpg,1040,10
843,36LSA,Think,Emotion,2,People_019_v.jpg,1410,10
844,36LSA,Think,Emotion,2,People_019_v.jpg,1490,10
845,36LSA,Think,Emotion,2,People_019_v.jpg,2060,10
846,36LSA,Think,Emotion,2,People_019_v.jpg,2510,10
