,Cond1,Cond2,Cond3,Cond4,Image.OnsetTime,Image.RESP,Image.RT,ImageCentre,ImageFond,ListImage.Cycle
202,No-Think,Neutral,Non vivant,NonOrg,1166102,2,643,usbcable01b.png,Landscapes_048_h.jpg,6
203,Think,Neutral,Non vivant,NonOrg,1195347,2,435,armchair01.png,Objects_043_h.jpg,6
204,Think,Emotion,Non vivant,Org,1201849,2,994,cow.png,Landscapes_026_h.jpg,6
205,No-Think,Emotion,Non vivant,Org,1205734,1,492,tortoise01.png,Objects_233_h.jpg,6
206,Baseline,Neutral,Vivant,NonOrg,1209135,2,869,bicycle.png,Black.jpg,6
207,Baseline,Emotion,Non vivant,Org,1212687,1,527,swallow.png,Black.jpg,6
208,Think,Emotion,Non vivant,NonOrg,1219223,2,548,aceofdiamond.png,Objects_109_h.jpg,6
209,No-Think,Neutral,Non vivant,NonOrg,1222607,2,403,bikehelmet.png,Landscapes_034_h.jpg,6
210,Baseline,Neutral,Vivant,Org,1232528,1,423,skunk.png,Black.jpg,6
211,Think,Neutral,Vivant,Org,1235596,1,1495,kangaroo.png,People_138_h.jpg,6
212,No-Think,Emotion,Vivant,NonOrg,1239947,2,882,airhockeypaddle01a.png,Animals_032_h.jpg,7
213,Think,Neutral,Vivant,NonOrg,1246950,1,1572,alarmclock02b.png,People_048_h.jpg,7
214,Think,Emotion,Non vivant,Org,1317911,2,977,cow.png,Landscapes_026_h.jpg,7
215,Think,Emotion,Vivant,Org,1321612,1,1978,tiger02.png,People_202_h.jpg,7
216,Think,Emotion,Vivant,Org,1326314,1,1462,sturgeon.png,Faces_366_h.jpg,7
217,Baseline,Neutral,Non vivant,Org,1330683,1,700,killerwhale.png,Black.jpg,7
218,Think,Neutral,Non vivant,NonOrg,1337519,2,673,alarmclock01.png,Landscapes_049_h.jpg,7
219,No-Think,Emotion,Vivant,Org,1340870,1,409,tern.png,People_198_h.jpg,7
220,Baseline,Neutral,Non vivant,NonOrg,1344038,2,403,bandage.png,Black.jpg,7
221,No-Think,Emotion,Non vivant,NonOrg,1353675,2,438,scotchtape.png,Landscapes_007_h.jpg,7
222,No-Think,Emotion,Non vivant,Org,1356960,1,653,toad.png,Objects_138_h.jpg,7
223,Think,Neutral,Non vivant,Org,1376100,2,1054,blackbear.png,Objects_085_h.jpg,7
224,Baseline,Neutral,Vivant,NonOrg,1379935,2,728,backfloat.png,Black.jpg,7
225,Think,Neutral,Vivant,NonOrg,1383403,1,1207,bib.png,Faces_044_h.jpg,7
226,Baseline,Neutral,Vivant,NonOrg,1397992,2,1208,bicycle.png,Black.jpg,7
227,Think,Emotion,Non vivant,NonOrg,1401927,2,440,balloon01b.png,Landscapes_004_h.jpg,7
228,Think,Neutral,Non vivant,NonOrg,1421168,2,441,armchair01.png,Objects_043_h.jpg,7
229,No-Think,Neutral,Vivant,NonOrg,1424386,2,1130,baseball01a.png,Faces_024_h.jpg,7
230,No-Think,Neutral,Non vivant,Org,1431822,1,415,hen.png,Objects_082_h.jpg,7
231,Think,Neutral,Vivant,Org,1435157,1,2283,kangaroo.png,People_138_h.jpg,7
232,No-Think,Emotion,Non vivant,Org,1440192,1,936,tortoise01.png,Objects_233_h.jpg,7
233,Baseline,Emotion,Vivant,NonOrg,1443927,2,615,beachpaddle01a.png,Black.jpg,7
234,Think,Emotion,Vivant,NonOrg,1447245,1,1433,toytractor01b.png,People_129_h.jpg,7
235,No-Think,Neutral,Vivant,Org,1451563,1,534,caribou01.png,Faces_308_h.jpg,7
236,Think,Emotion,Non vivant,NonOrg,1461417,2,620,aceofdiamond.png,Objects_109_h.jpg,7
237,Think,Neutral,Vivant,Org,1465002,1,1227,moose.png,Faces_224_h.jpg,7
238,Think,Neutral,Non vivant,Org,1468920,2,1058,dromedary.png,Landscapes_073_h.jpg,7
239,No-Think,Neutral,Non vivant,Org,1472688,1,1629,lion.png,Landscapes_038_h.jpg,7
240,Baseline,Emotion,Vivant,NonOrg,1486593,2,474,beachpaddle01a.png,Black.jpg,8
241,Baseline,Neutral,Vivant,Org,1490061,1,2160,skunk.png,Black.jpg,8
242,Think,Neutral,Non vivant,Org,1504350,2,822,dromedary.png,Landscapes_073_h.jpg,8
243,No-Think,Emotion,Vivant,NonOrg,1529910,2,536,airhockeypaddle01a.png,Animals_032_h.jpg,8
244,Think,Neutral,Vivant,Org,1533445,1,1803,kangaroo.png,People_138_h.jpg,8
245,Think,Neutral,Vivant,Org,1560939,1,1109,moose.png,Faces_224_h.jpg,8
246,No-Think,Emotion,Vivant,NonOrg,1564924,2,1539,bassguitar.png,People_208_h.jpg,8
247,Think,Emotion,Vivant,Org,1582664,2,673,sturgeon.png,Faces_366_h.jpg,8
248,Think,Neutral,Vivant,NonOrg,1586232,1,970,alarmclock02b.png,People_048_h.jpg,8
249,Think,Neutral,Vivant,NonOrg,1590067,1,1817,bib.png,Faces_044_h.jpg,8
250,Think,Neutral,Non vivant,Org,1597770,2,593,blackbear.png,Objects_085_h.jpg,8
251,No-Think,Neutral,Non vivant,Org,1601155,1,414,lion.png,Landscapes_038_h.jpg,8
252,No-Think,Emotion,Non vivant,NonOrg,1604239,2,557,toaster02.png,Objects_151_h.jpg,8
253,Think,Emotion,Non vivant,Org,1614377,2,738,squirrel.png,Objects_157_h.jpg,8
254,Think,Neutral,Non vivant,NonOrg,1618145,2,882,armchair01.png,Objects_043_h.jpg,8
255,Think,Emotion,Vivant,NonOrg,1622013,1,1584,binoculars01b.png,Animals_045_h.jpg,8
256,No-Think,Neutral,Vivant,NonOrg,1626281,2,906,baseball01a.png,Faces_024_h.jpg,8
257,Think,Emotion,Vivant,NonOrg,1630149,1,1389,toytractor01b.png,People_129_h.jpg,8
258,No-Think,Emotion,Non vivant,NonOrg,1634251,2,1065,scotchtape.png,Landscapes_007_h.jpg,8
259,Think,Emotion,Non vivant,NonOrg,1638169,2,477,balloon01b.png,Landscapes_004_h.jpg,8
