,Cond1,Cond2,Cond3,Cond4,Image.OnsetTime,Image.RESP,Image.RT,ImageCentre,ImageFond,ListImage.Cycle
139,No-Think,Emotion,Vivant,NonOrg,894508,2,1052,antenna.png,People_216_h.jpg,4
140,Baseline,Emotion,Non vivant,NonOrg,898326,2,745,scotchtape.png,Black.jpg,4
141,Baseline,Emotion,Vivant,NonOrg,901844,2,631,airhockeypaddle01a.png,Black.jpg,4
142,Think,Neutral,Non vivant,Org,905479,2,2144,blackbear.png,Objects_085_h.jpg,4
143,Think,Neutral,Non vivant,NonOrg,910498,2,616,armchair01.png,Objects_043_h.jpg,4
144,Baseline,Neutral,Non vivant,NonOrg,914016,2,1189,bikehelmet.png,Black.jpg,4
145,No-Think,Neutral,Non vivant,NonOrg,918134,2,649,banjo.png,Objects_099_h.jpg,4
146,No-Think,Emotion,Non vivant,NonOrg,921785,2,461,dice02a.png,Landscapes_025_h.jpg,4
147,Baseline,Emotion,Vivant,NonOrg,925120,2,440,bassguitar.png,Black.jpg,4
148,Think,Neutral,Vivant,Org,928555,1,925,moose.png,Faces_224_h.jpg,4
149,No-Think,Neutral,Vivant,Org,932423,1,998,skunk.png,Faces_276_h.jpg,4
150,Baseline,Emotion,Non vivant,NonOrg,936341,2,856,toaster02.png,Black.jpg,4
151,No-Think,Neutral,Non vivant,NonOrg,939959,2,577,bandage.png,Objects_204_h.jpg,4
152,Baseline,Neutral,Non vivant,Org,943527,1,701,hen.png,Black.jpg,4
153,No-Think,Emotion,Vivant,NonOrg,952831,2,1184,beachpaddle01a.png,People_233_h.jpg,4
154,Think,Emotion,Non vivant,Org,956982,2,1907,cow.png,Landscapes_026_h.jpg,4
155,No-Think,Neutral,Vivant,Org,961851,1,768,siamesecat.png,People_146_h.jpg,4
156,Baseline,Emotion,Non vivant,Org,968937,1,634,tortoise01.png,Black.jpg,4
157,No-Think,Neutral,Non vivant,Org,972588,1,958,killerwhale.png,Objects_214_h.jpg,4
158,No-Think,Neutral,Vivant,NonOrg,976507,2,1687,backfloat.png,People_109_h.jpg,4
159,Think,Emotion,Non vivant,NonOrg,981208,2,988,balloon01b.png,Landscapes_004_h.jpg,4
160,Baseline,Neutral,Vivant,NonOrg,985143,2,1118,baseball01a.png,Black.jpg,4
161,Think,Neutral,Non vivant,NonOrg,989178,2,1501,alarmclock01.png,Landscapes_049_h.jpg,4
162,Baseline,Emotion,Vivant,Org,993613,1,758,tern.png,Black.jpg,4
163,Baseline,Neutral,Vivant,Org,997081,1,691,beaver.png,Black.jpg,4
164,No-Think,Emotion,Non vivant,Org,1000516,1,572,swallow.png,Objects_144_h.jpg,4
165,Baseline,Emotion,Non vivant,Org,1003851,1,753,toad.png,Black.jpg,4
166,Think,Emotion,Non vivant,Org,1007519,2,1046,squirrel.png,Objects_157_h.jpg,4
167,No-Think,Emotion,Vivant,Org,1011370,1,1867,stuffedpuffin.png,People_227_h.jpg,4
168,Baseline,Neutral,Vivant,NonOrg,1015905,2,1722,amphora.png,Black.jpg,4
169,No-Think,Emotion,Non vivant,Org,1020624,1,1003,sheep.png,Landscapes_139_h.jpg,4
170,No-Think,Neutral,Vivant,NonOrg,1024525,2,1023,bicycle.png,Faces_045_h.jpg,4
171,Think,Neutral,Vivant,NonOrg,1028477,1,1816,bib.png,Faces_044_h.jpg,4
172,Think,Emotion,Vivant,Org,1033145,1,1615,tiger02.png,People_202_h.jpg,4
173,Baseline,Emotion,Vivant,Org,1043850,1,519,saintbernard.png,Black.jpg,4
174,Think,Emotion,Non vivant,NonOrg,1047251,2,1218,aceofdiamond.png,Objects_109_h.jpg,4
175,No-Think,Emotion,Vivant,Org,1051403,1,2179,rockbass.png,People_240_h.jpg,4
176,Baseline,Neutral,Non vivant,Org,1056338,1,1710,lion.png,Black.jpg,4
177,No-Think,Emotion,Non vivant,NonOrg,1061090,2,1250,scale01b.png,Objects_127_h.jpg,4
178,Baseline,Neutral,Non vivant,NonOrg,1065258,2,1784,usbcable01b.png,Black.jpg,4
179,Think,Emotion,Vivant,NonOrg,1069793,2,1178,binoculars01b.png,Animals_045_h.jpg,4
180,Think,Emotion,Non vivant,NonOrg,1073695,2,691,balloon01b.png,Landscapes_004_h.jpg,5
181,Baseline,Neutral,Non vivant,NonOrg,1077363,2,1091,usbcable01b.png,Black.jpg,5
182,No-Think,Emotion,Non vivant,Org,1115477,1,530,swallow.png,Objects_144_h.jpg,5
183,Baseline,Emotion,Non vivant,Org,1118929,1,464,toad.png,Black.jpg,5
184,Baseline,Emotion,Vivant,NonOrg,1122080,2,401,airhockeypaddle01a.png,Black.jpg,5
185,Think,Emotion,Vivant,NonOrg,1125365,2,795,binoculars01b.png,Animals_045_h.jpg,5
186,No-Think,Neutral,Vivant,Org,1129166,1,549,skunk.png,Faces_276_h.jpg,5
187,No-Think,Emotion,Vivant,NonOrg,1135602,2,857,beachpaddle01a.png,People_233_h.jpg,5
188,Think,Neutral,Non vivant,NonOrg,1139170,2,644,alarmclock01.png,Landscapes_049_h.jpg,5
189,Think,Emotion,Non vivant,Org,1142705,2,1221,cow.png,Landscapes_026_h.jpg,5
190,Think,Neutral,Non vivant,Org,1146940,2,665,blackbear.png,Objects_085_h.jpg,5
191,Baseline,Emotion,Non vivant,Org,1150391,1,626,tortoise01.png,Black.jpg,5
192,Baseline,Emotion,Vivant,NonOrg,1153859,2,657,bassguitar.png,Black.jpg,5
193,No-Think,Emotion,Non vivant,Org,1157244,1,826,sheep.png,Landscapes_139_h.jpg,5
194,No-Think,Neutral,Non vivant,Org,1161029,1,580,raccoon.png,Objects_169_h.jpg,5
195,Think,Emotion,Non vivant,Org,1164580,2,1062,squirrel.png,Objects_157_h.jpg,5
196,Think,Neutral,Vivant,Org,1168582,1,1327,kangaroo.png,People_138_h.jpg,5
197,No-Think,Neutral,Vivant,NonOrg,1172716,2,1180,bicycle.png,Faces_045_h.jpg,5
198,No-Think,Neutral,Vivant,Org,1176818,1,2131,siamesecat.png,People_146_h.jpg,5
199,No-Think,Emotion,Non vivant,NonOrg,1181803,2,589,dice02a.png,Landscapes_025_h.jpg,5
200,Think,Neutral,Non vivant,NonOrg,1185305,2,1084,armchair01.png,Objects_043_h.jpg,5
201,Baseline,Neutral,Vivant,NonOrg,1189456,2,819,baseball01a.png,Black.jpg,5
202,No-Think,Emotion,Vivant,Org,1193041,1,1599,rockbass.png,People_240_h.jpg,5
